"Date","Open","ClosingPrice","DailyHigh","DailyLow","VolumePcs"
"40589","203.61","199.5","205.2","199.33","84154046"
"40588","210","203.51","211.48","203.5","72029981"
"40585","208.27","208.5","210.3","205.22","80565740"
"40584","214.02","208.22","214.87","208.01","87428526"
"40583","211.5","215.15","215.45","209.69","86691286"
"40582","213.2","210.4","216.65","210.28","116234066"
"40581","213.9","213.6","215.2","210.75","67627892"
"40578","208.31","213.3","213.75","207.7","112660796"
"40577","210.46","207.03","212.9","206.3","90138916"
"40576","205.5","209.51","211.24","205.4","141000490"
"40575","198.41","204.91","205","197.8","87981195"
"40574","198.5","196.98","198.7","195.83","50996698"
"40571","200.52","199.7","202.24","199.03","77733192"
"40570","197.9","201.3","202","195.73","126923646"
"40569","190.81","197.14","197.5","190.77","89976654"
"40568","190.48","190","192.44","188.88","57875032"
"40567","193.56","189.05","193.6","187.26","70611653"
"40564","194.65","192.71","195.18","191.81","74682795"
"40563","196.51","194.2","196.69","193.24","65862488"
"40562","199.64","198.12","200.55","197.55","57843735"
"40561","199","198.8","201.35","196.5","78943784"
"40560","196","198.7","199.95","195.35","52592707"
"40557","196.9","195.92","198.84","194.12","67356850"
"40556","200.64","197.4","202.85","196.51","74294514"
"40555","195","200.64","200.95","194.32","69782645"
"40554","193.9","194.15","194.4","191.98","32744066"
"40542","192.51","193.5","193.98","191.7","20585807"
"40541","194.8","192.5","195.2","191.52","24177592"
"40540","195.1","194.41","195.32","194.11","17424481"
"40539","195.05","194.9","195.8","194.09","17077814"
"40536","196.19","195.32","196.55","194.51","16882185"
"40535","197.15","196.01","197.17","195.07","32056422"
"40534","196.2","197","197.84","195.9","42228132"
"40533","195.28","195.52","196.11","194.49","29047486"
"40532","193.88","194.03","194.9","192.85","32309209"
"40529","194","194.11","196.5","193.43","61474397"
"40528","194.65","193.43","195.26","192.6","51054192"
"40527","196.56","195.56","198.15","193.5","74694399"
"40526","195.02","197.2","197.75","194.09","62775043"
"40525","194.1","195.8","196.5","193.8","63438040"
"40522","192.83","192.87","194.15","191.31","49324903"
"40521","192.87","192.83","193.49","191.1","55714428"
"40520","191.03","190.9","193.6","189.71","72388889"
"40519","194.99","192.95","196.3","191.75","102943713"
"40518","191.1","194.3","194.55","191.1","94507518"
"40515","189.2","190.7","193.3","187.85","159522191"
"40514","184","189.2","189.74","182.72","170407946"
"40513","174.7","182.49","183","174.55","148208131"
"40512","173.65","174.2","175","172.27","46119273"
"40511","175.5","173.03","176.37","172.2","55450179"
"40508","171.8","174.49","175.1","171.71","76552003"
"40507","170.5","172.6","173.78","169.6","62122084"
"40506","168.2","170.32","170.5","165.6","65368371"
"40505","168.99","167.7","169.5","166.9","47926689"
"40504","173","169.71","174.09","169.52","56358833"
"40501","170.7","172.2","172.3","169.23","43829563"
"40500","169.55","170.7","170.7","169.2","33987151"
"40499","168.49","168.81","170.19","167.66","40398825"
"40498","170.81","169.57","170.85","168.48","37346911"
"40497","172","171.79","173.2","170.57","35097646"
"40495","171.02","171.69","171.91","170.62","13342176"
"40494","171","171.88","172.8","169.9","46449925"
"40493","175.4","172.6","175.74","172.36","42944312"
"40492","175","174.47","175.51","173.1","55021337"
"40491","174.01","176.1","177.44","174.01","70943011"
"40490","174.37","174.2","175.35","173.6","63317701"
"40485","170.24","170.19","171","169.56","33902140"
"40484","169.98","170.16","170.5","168.95","28594305"
"40483","170","169.89","171.4","169.4","46127294"
"40480","166.82","168.89","170.47","166.56","50953169"
"40479","167.74","167.17","169.5","166.5","46185945"
"40478","168.11","167.02","168.5","167","42887867"
"40477","169.53","168.45","169.97","167.35","50475075"
"40476","170","169.62","171.4","169.21","76650490"
"40473","165.3","168.49","169.7","164.56","80851117"
"40472","162.07","165.8","165.98","161.06","76114750"
"40471","161.5","161.9","162.87","160.53","39972973"
"40470","163.4","162.27","164.67","161.52","57156349"
"40469","160.2","163.4","163.6","159.72","51395349"
"40466","162.45","161","163.12","160.63","44134875"
"40465","165.55","162.3","165.75","161.66","56495067"
"40464","163.86","164.74","165.03","162.84","57329903"
"40463","163.4","163","163.84","162.56","44395464"
"40462","164.02","165","165.15","163.65","35326349"
"40459","162.33","163.35","163.35","161.36","43262022"
"40458","163.22","162.49","164","162.15","43543073"
"40457","163.5","163","164.4","162","68059365"
"40456","162","162.44","162.53","160.31","61594539"
"40455","161.4","161.99","163.14","160.5","62158306"
"40452","160","160.54","162.01","159.47","61044287"
"40451","157.85","160","160.29","157.81","54741352"
"40450","157.5","157.85","159.09","157.13","42559499"
"40449","157.04","156.8","157.7","155.71","41674389"
"40448","159.5","157.5","159.81","157.1","45134144"
"40445","158.7","157.97","158.79","157.37","48585325"
"40444","161.01","159.22","161.65","158.57","43740575"
"40443","162.99","160.8","163.43","160.79","41678911"
"40442","163.35","163.14","164.94","162.43","34204092"
"40441","162.49","163.15","163.44","161.91","27202867"
"40438","164.75","162.18","165.3","162.01","38023571"
"40437","163.01","163.17","163.79","162.51","29641758"
"40436","162.95","163.87","164.13","161.62","43958719"
"40435","164.51","163","164.75","162.43","47444235"
"40434","166.24","165","166.91","164.8","40008513"
"40431","165.35","164.4","166.37","163.89","33920721"
"40430","163.7","165.53","167.39","163.21","54607234"
"40429","160.9","164.14","164.24","160.78","42933984"
"40428","162.49","161.54","162.49","160.77","27633203"
"40427","164.1","162.95","164.9","162.8","29531924"
"40424","163","163","164.65","161.13","49408735"
"40423","161.79","162.8","163.57","161.53","42721026"
"40422","159.6","161.79","162.77","158.07","48788206"
"40421","157.52","159.15","159.2","155.94","37329926"
"40420","159.98","159","160.44","158.63","31782631"
"40417","157.96","158.56","159.18","156.5","36613182"
"40416","157.48","158.7","158.87","156.8","40873457"
"40415","156.52","155.61","158.33","154.72","36818096"
"40414","157.81","156.6","158.37","155.46","34851851"
"40413","159.25","159.11","159.9","157.13","32875912"
"40410","160.1","158.73","161.17","157.81","42206460"
"40409","163.5","160.1","165.18","160.04","43493735"
"40408","163.9","162.4","164","162.23","27477119"
"40407","163.37","164.2","164.7","162.72","35912889"
"40406","161.01","163.18","163.18","158.91","38343339"
"40403","163.48","161.26","163.88","160.26","35498222"
"40402","161.83","162.43","163.48","160.15","42807237"
"40401","165.15","162.3","165.5","162.09","42883823"
"40400","168.8","166.53","169.29","165.6","49754611"
"40399","167.73","169.61","170.64","167.73","51487495"
"40396","167.63","166.88","169","165.26","43954706"
"40395","167.6","166.95","169.23","165.55","53614527"
"40394","165.74","167.04","169.35","163.66","60222691"
"40393","169.5","165.92","169.5","165.05","45720519"
"40392","164","168.99","169.51","163.99","53492817"
"40389","164.5","162.85","165.09","160.13","48459096"
"40388","162.1","165.5","167","161.73","47331540"
"40387","164.8","161.79","165.4","161.61","38811716"
"40386","162","164.3","165.24","161.47","52775501"
"40385","162.5","162.13","162.86","161","28865188"
"40382","162.5","160.9","162.94","160.02","37735647"
"40381","157.17","162.3","162.44","157.03","49538717"
"40380","156.89","158.25","159.74","156.4","47594136"
"40379","157.7","155.47","158.75","154.26","35697278"
"40378","155.1","156.69","158.27","154.09","33735277"
"40375","157.57","155.19","159.11","155.15","40608591"
"40374","157.9","157.1","161.09","156.59","50889369"
"40373","160.2","158.12","160.85","157","38454449"
"40372","155.8","159.03","160.44","155.1","55471055"
"40371","153.52","156.13","157.6","152.72","41421955"
"40368","153","154.2","154.51","150.88","32120720"
"40367","154.71","151.97","155.16","151.7","42195218"
"40366","150.61","153.47","153.68","148.35","43992477"
"40365","149.45","152.38","152.7","148.95","35984818"
"40364","148","148.05","149.85","146.85","22990057"
"40361","144.8","148.25","148.27","144.05","41766629"
"40360","147","143.2","147.77","143.04","50067990"
"40359","150","149.1","151.27","147.03","43595281"
"40358","152.08","149.85","152.13","149","41768801"
"40357","153","154","155.81","152.2","34392125"
"40354","154.42","152","156.4","151.75","44342240"
"40353","159","154.7","159.33","154.2","45660747"
"40352","158.01","158.11","159.58","157.03","33110304"
"40351","161.25","159.44","162.12","158.7","42120259"
"40350","161.77","162.88","163.73","161.34","48205334"
"40347","157.1","159.4","159.49","156.1","50063406"
"40346","158.5","156.6","160.79","156.39","58686142"
"40345","161","158.8","161.2","157.3","48009243"
"40344","157.2","159.71","159.78","156.28","44428383"
"40340","158.8","156.44","158.85","154.9","41865374"
"40339","159.2","157.79","159.2","155.75","64541699"
"40338","159","158.2","160.6","157.53","53158544"
"40337","161.49","157.37","163.47","157.01","73012371"
"40336","158.15","160.59","161.41","157.55","61039665"
"40333","166.1","163","167.91","161.1","82931967"
"40332","166.5","164.98","168.19","164.68","74547307"
"40331","157.21","163.8","164.7","156.61","87361375"
"40330","158.2","159.26","160.31","154.39","67031024"
"40329","157.5","159.84","160.4","156.61","32988224"
"40326","159.16","157.88","159.71","154.7","72743948"
"40325","158","158.46","159.72","153.77","98157910"
"40324","145.8","158.44","159.2","144.61","118246376"
"40323","145.71","143","147.59","142.09","70404096"
"40322","151.99","151","152.99","147.33","58711526"
"40319","151.05","150","153.03","146.75","95842724"
"40318","157.74","151.05","160","150.12","79965181"
"40317","159.8","157.81","160.57","156","65112451"
"40316","162.1","163.28","164.11","160.01","56176707"
"40315","156.89","161.38","162.67","156.35","66883264"
"40312","161.23","159.86","162.84","158.63","50631403"
"40311","167","162.9","168.4","160.89","64803594"
"40310","159.5","166.07","166.7","158.76","70496414"
"40309","159.89","160.09","161.9","157.62","59956999"
"40305","160.04","155","162.23","153.5","85507106"
"40304","163","163.79","167.2","162.71","64138545"
"40303","164","164.2","166.5","161.75","68655755"
"40302","171.4","164.23","172.2","163.98","59219032"
"40298","175.15","170","175.17","169.93","55828637"
"40297","171.77","174.5","175.4","171.27","71927402"
"40296","171.5","170.56","173.5","169.85","84170214"
"40295","176.7","175.6","176.89","173.68","50005443"
"40294","176.95","177.99","178.68","175.96","58807897"
"40291","171.5","175","175.05","170.85","64054953"
"40290","172.21","170.7","175.5","169.67","73419546"
"40289","176","173.09","176.75","171.25","68983129"
"40288","175.75","175.15","176.9","174.3","63889363"
"40287","177","174.51","177.1","173.3","84755440"
"40284","183","179.99","183.86","179.61","70894208"
"40283","182.94","185.16","185.22","181.45","123343407"
"40282","175.62","181.4","181.61","175.04","103566313"
"40281","174.58","174.3","175.92","173.75","42633375"
"40280","176.15","175.93","177.48","174.18","50134741"
"40277","175.98","175.15","176.63","174.04","55920433"
"40276","174.01","174.54","176.99","172.76","67416158"
"40275","177.5","174.99","178.04","174.75","59502271"
"40274","175.5","177.1","178.83","174.12","107113174"
"40273","176.37","175.88","176.55","173.87","29219917"
"40270","176.15","175.34","176.7","173.11","46648290"
"40269","172.49","175","176.14","172.33","94994135"
"40268","170","171.5","173.86","169.51","96487797"
"40267","165.37","170.44","170.67","165.2","106120982"
"40266","161","164.55","165.14","160.01","58051704"
"40263","161.97","161.1","162.74","159.49","79370939"
"40262","165","162.3","166","160.11","95068621"
"40261","168","164.85","168.96","164.72","54136062"
"40260","170.01","167.6","170.33","165.96","58274915"
"40259","166.34","169.29","169.64","164.89","68318812"
"40256","171","167.06","171.97","166.39","61059092"
"40255","171.2","170.6","173.29","170.35","46492082"
"40254","173.02","171.94","174.22","170.69","58477505"
"40253","169.97","171.35","171.98","169.53","40997519"
"40252","171.55","169.27","172.7","168.91","45547443"
"40249","172.4","172.71","174.7","171.47","58710157"
"40248","173.01","170.62","174.69","170.4","49327118"
"40247","174.8","173.77","177.71","172.65","64149524"
"40246","176.61","175.47","178.09","174.34","59047564"
"40242","174.05","176.8","177.56","173.76","90476379"
"40241","169.01","172.27","174.44","168.37","72353619"
"40240","168.84","170.1","171.1","167.12","50240411"
"40239","167.99","169.51","171.21","167.26","50326444"
"40238","168.7","168.2","170.71","166.33","58570262"
"40236","166.72","167.61","167.9","166.21","12726572"
"40235","166.9","166.72","168.17","164.29","57432240"
"40234","170","165.48","170.97","164.5","58782335"
"40233","170","171","172.12","167.81","50082249"
"40228","164.8","171.83","171.97","163.55","65359242"
"40227","170.59","168.4","170.74","166.36","74979727"
"40226","173.8","171.35","174.5","171.05","72613205"
"40225","165.49","172.18","172.3","165.25","81746193"
"40224","163.52","164.45","165.16","162.5","40268788"
"40221","170.5","163.04","172.2","162.01","112397496"
"40220","173.52","168.4","174.18","167.32","77463820"
"40219","176.1","171.48","176.53","169.9","82553131"
"40218","176.99","174.91","178.44","173.28","85529413"
"40217","181.9","175.31","184.35","174.65","90316502"
"40214","183.04","182.31","185.14","178.42","103353338"
"40213","192.6","186.59","193.39","185.78","72663606"
"40212","194","192.7","195.27","192.3","74730185"
"40211","191.3","192.21","192.68","190.02","66952516"
"40210","184.74","189.85","190.4","183.5","76298175"
"40207","180.51","186.44","186.47","179.9","58506711"
"40206","183.75","182.3","185.98","181.67","62561241"
"40205","180.63","182.01","183.95","178","66522143"
"40204","180","181.29","182.5","177.1","59199220"
"40203","179","182.85","184.39","178.94","48727361"
"40200","181.5","181.5","183","178.51","62923848"
"40199","187.17","182.76","187.19","182.3","62823179"
"40198","189.09","185.98","189.9","185.82","46894531"
"40197","190.1","189.76","190.47","187.36","48626727"
"40196","186.97","190.4","190.5","186.6","36525951"
"40193","190","187.86","192.1","187.25","55571965"
"40192","191.2","190.83","191.46","188.88","41207109"
"40191","189.72","189.3","191.86","188.3","52416087"
"40190","194","191.8","195.8","190.55","43482579"
"40189","192.5","194.5","196.9","191","59815603"
